FrameNumber,Spot ID,X,Y,Z,Radius,Orientation (if meaningful),Length (if meaningful), Fit Background (for FIONA), Gaussian Summed Value (for FIONA), Mean Background (FIONA), Summed Value (for FIONA)
146, 0, -105.937500,-350.906250,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
146, 1, 397.218750,-101.093750,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
146, 2, 0.375000,-0.656250,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
147, 0, -105.656250,-351.593750,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
147, 1, 396.531250,-102.187500,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
147, 2, 0.312500,-0.250000,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
148, 0, -104.625000,-351.656250,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
148, 1, 396.500000,-102.250000,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
148, 2, 0.375000,-1.625000,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
149, 0, -105.687500,-350.437500,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
149, 1, 396.437500,-102.375000,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
149, 2, 0.000000,-1.000000,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
150, 0, -105.500000,-350.937500,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
150, 1, 396.000000,-101.343750,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
150, 2, 0.968750,-1.093750,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
151, 0, -104.812500,-350.937500,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
151, 1, 395.843750,-101.343750,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
151, 2, 0.125000,-0.156250,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
152, 0, -104.937500,-351.656250,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
152, 1, 396.500000,-101.843750,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
152, 2, -0.031250,-0.781250,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
153, 0, -105.562500,-351.000000,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
153, 1, 396.625000,-101.031250,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
153, 2, -0.031250,-1.000000,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
154, 0, -104.218750,-349.968750,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
154, 1, 396.281250,-101.531250,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
154, 2, 0.156250,-1.031250,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
155, 0, -104.906250,-351.000000,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
155, 1, 397.312500,-102.218750,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
155, 2, 0.375000,-0.843750,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
156, 0, -104.750000,-350.812500,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
156, 1, 397.187500,-104.250000,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
156, 2, 0.375000,-0.937500,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
157, 0, -105.500000,-351.781250,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
157, 1, 397.312500,-103.343750,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
157, 2, 0.000000,-0.937500,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
158, 0, -105.937500,-349.843750,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
158, 1, 396.406250,-103.187500,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
158, 2, 0.187500,-0.093750,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
159, 0, -105.500000,-350.718750,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
159, 1, 397.187500,-103.875000,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
159, 2, 0.437500,-0.531250,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
160, 0, -105.562500,-350.718750,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
160, 1, 396.156250,-103.968750,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
160, 2, -0.062500,-1.187500,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
161, 0, -104.687500,-350.906250,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
161, 1, 394.500000,-103.875000,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
161, 2, 0.406250,-1.625000,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
162, 0, -105.031250,-351.062500,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
162, 1, 395.062500,-103.562500,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
162, 2, 1.000000,-2.093750,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
163, 0, -104.062500,-350.937500,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
163, 1, 396.375000,-104.343750,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
163, 2, 0.343750,-1.968750,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
164, 0, -105.562500,-350.625000,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
164, 1, 397.062500,-105.250000,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
164, 2, -0.593750,-0.062500,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
165, 0, -105.906250,-351.062500,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
165, 1, 396.906250,-104.906250,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
165, 2, 0.000000,-1.281250,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
166, 0, -105.875000,-351.093750,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
166, 1, 396.375000,-105.125000,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
166, 2, 0.218750,-1.656250,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
167, 0, -105.062500,-349.656250,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
167, 1, 396.375000,-104.156250,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
167, 2, 0.500000,-1.218750,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
168, 0, -105.968750,-350.250000,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
168, 1, 395.968750,-103.000000,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
168, 2, 0.218750,-0.937500,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
169, 0, -105.656250,-350.718750,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
169, 1, 397.625000,-103.156250,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
169, 2, -0.500000,-1.812500,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
170, 0, -105.937500,-351.000000,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
170, 1, 398.093750,-102.250000,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
170, 2, 0.125000,-1.687500,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
171, 0, -105.812500,-351.687500,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
171, 1, 397.250000,-102.000000,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
171, 2, 0.000000,-1.875000,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
172, 0, -105.500000,-351.750000,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
172, 1, 396.406250,-102.031250,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
172, 2, 0.031250,-1.375000,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
173, 0, -105.937500,-351.125000,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
173, 1, 397.250000,-102.187500,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
173, 2, 0.218750,-1.843750,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
174, 0, -105.531250,-350.468750,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
174, 1, 397.468750,-101.968750,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
174, 2, -0.031250,-1.843750,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
175, 0, -105.625000,-350.906250,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
175, 1, 396.343750,-102.312500,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
175, 2, 1.000000,-2.031250,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
176, 0, -105.531250,-350.468750,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
176, 1, 396.062500,-102.625000,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
176, 2, 0.437500,-1.125000,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
177, 0, -105.906250,-349.906250,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
177, 1, 391.812500,-101.906250,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
177, 2, -0.968750,-6.031250,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
178, 0, -104.875000,-349.343750,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
178, 1, 388.218750,-99.093750,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
178, 2, 0.937500,-0.031250,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
179, 0, -104.937500,-347.781250,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
179, 1, 390.343750,-99.656250,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
179, 2, -6.781250,-2.968750,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
180, 0, -104.781250,-348.937500,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
180, 1, 389.125000,-99.062500,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
180, 2, -6.937500,-1.062500,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
181, 0, -103.906250,-349.781250,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
181, 1, 395.000000,-102.000000,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
181, 2, 2.250000,-6.968750,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
182, 0, -105.781250,-350.906250,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
182, 1, 394.937500,-101.781250,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
182, 2, 1.312500,-7.281250,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
183, 0, -106.718750,-349.812500,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
183, 1, 393.125000,-102.125000,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
183, 2, 0.156250,-8.093750,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
184, 0, -107.593750,-348.968750,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
184, 1, 391.062500,-100.062500,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
184, 2, 0.125000,-6.062500,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
185, 0, -107.593750,-348.968750,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
185, 1, 390.656250,-101.906250,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
185, 2, 0.906250,-1.718750,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
186, 0, -106.156250,-349.843750,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
186, 1, 393.125000,-101.843750,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
186, 2, -1.687500,-1.218750,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
187, 0, -105.625000,-350.343750,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
187, 1, 394.281250,-101.062500,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
187, 2, -0.031250,-1.000000,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
188, 0, -105.750000,-350.718750,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
188, 1, 394.062500,-99.718750,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
188, 2, 0.375000,-1.187500,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
189, 0, -104.906250,-350.718750,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
189, 1, 393.062500,-100.000000,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
189, 2, 0.156250,-0.937500,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
190, 0, -104.781250,-350.937500,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
190, 1, 395.125000,-100.187500,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
190, 2, 0.062500,0.218750,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
191, 0, -105.781250,-350.500000,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
191, 1, 394.968750,-101.000000,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
191, 2, 0.187500,-0.906250,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
192, 0, -105.437500,-350.812500,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
192, 1, 395.468750,-101.187500,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
192, 2, 0.187500,-0.937500,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
193, 0, -105.562500,-350.906250,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
193, 1, 394.812500,-100.187500,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
193, 2, 0.218750,-1.031250,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
194, 0, -105.875000,-350.218750,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
194, 1, 394.125000,-100.718750,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
194, 2, 0.000000,-0.281250,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
195, 0, -105.937500,-350.656250,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
195, 1, 393.843750,-99.812500,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
195, 2, -0.062500,-0.937500,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
196, 0, -105.875000,-350.718750,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
196, 1, 396.000000,-101.343750,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
196, 2, 0.437500,-0.937500,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
197, 0, -105.062500,-350.218750,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
197, 1, 396.468750,-100.250000,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
197, 2, 1.000000,-0.250000,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
198, 0, -104.968750,-350.937500,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
198, 1, 397.218750,-101.125000,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
198, 2, 0.968750,-0.250000,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
199, 0, -104.500000,-351.000000,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
199, 1, 396.343750,-100.812500,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
199, 2, -0.062500,-1.125000,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
200, 0, -105.937500,-350.406250,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
200, 1, 396.437500,-100.718750,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
200, 2, 0.218750,-0.906250,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
201, 0, -106.031250,-350.093750,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
201, 1, 397.000000,-100.625000,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
201, 2, 0.500000,-0.343750,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
202, 0, -105.031250,-350.687500,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
202, 1, 398.000000,-100.843750,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
202, 2, 0.218750,-1.187500,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
203, 0, -105.812500,-350.750000,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
203, 1, 398.281250,-101.312500,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
203, 2, 0.343750,-0.750000,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
204, 0, -105.937500,-350.187500,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
204, 1, 398.187500,-101.906250,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
204, 2, 0.156250,-0.937500,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
205, 0, -105.031250,-350.531250,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
205, 1, 397.125000,-102.812500,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
205, 2, 0.218750,-0.343750,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
206, 0, -105.187500,-350.312500,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
206, 1, 397.062500,-103.156250,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
206, 2, 0.406250,-0.906250,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
207, 0, -104.125000,-350.656250,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
207, 1, 396.968750,-102.875000,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
207, 2, 0.000000,-1.031250,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
208, 0, -105.937500,-350.718750,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
208, 1, 396.500000,-102.093750,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
208, 2, -0.093750,-0.812500,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
209, 0, -105.156250,-350.875000,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
209, 1, 397.156250,-102.718750,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
209, 2, 0.031250,-1.000000,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
210, 0, -104.812500,-350.593750,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
210, 1, 396.625000,-103.218750,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
210, 2, 0.468750,-1.843750,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
211, 0, -105.875000,-349.812500,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
211, 1, 398.125000,-103.687500,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
211, 2, 1.000000,-1.968750,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
212, 0, -105.125000,-350.062500,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
212, 1, 399.281250,-101.656250,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
212, 2, 0.093750,-1.031250,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
213, 0, -105.781250,-350.375000,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
213, 1, 398.031250,-101.375000,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
213, 2, 0.125000,-1.906250,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
214, 0, -105.500000,-350.906250,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
214, 1, 398.093750,-101.562500,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
214, 2, 1.125000,-1.125000,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
215, 0, -105.750000,-350.187500,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
215, 1, 396.531250,-101.937500,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
215, 2, 0.218750,-1.031250,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
216, 0, -104.656250,-351.062500,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
216, 1, 395.531250,-101.656250,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
216, 2, 1.031250,-1.312500,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
217, 0, -105.187500,-349.937500,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
217, 1, 395.937500,-102.281250,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
217, 2, 0.375000,-1.062500,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
218, 0, -105.968750,-350.875000,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
218, 1, 395.875000,-103.218750,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
218, 2, 1.093750,-0.781250,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
219, 0, -104.968750,-350.812500,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
219, 1, 395.187500,-102.812500,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
219, 2, 0.218750,-1.062500,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
220, 0, -105.125000,-350.656250,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
220, 1, 395.000000,-102.250000,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
220, 2, -0.093750,-0.875000,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
221, 0, -105.937500,-349.968750,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
221, 1, 393.968750,-102.718750,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
